aX,aY,aZ,gX,gY,gZ
-0.437,0.127,-0.553,6.090,-26.320,147.000
-0.480,0.152,-0.534,14.700,-26.180,143.360
-0.514,0.139,-0.522,18.060,-23.310,138.670
-0.541,0.136,-0.504,19.110,-17.920,132.790
-0.588,0.133,-0.474,17.640,-16.170,131.460
-0.583,0.102,-0.497,11.340,-13.510,124.670
-0.553,0.123,-0.518,6.160,-11.690,122.080
-0.605,0.157,-0.527,3.780,-12.250,116.620
-0.605,0.188,-0.529,3.920,-12.110,112.910
-0.622,0.208,-0.539,3.780,-12.740,112.000
-0.645,0.232,-0.556,5.600,-10.220,108.570
-0.631,0.261,-0.558,7.840,-7.490,104.020
-0.620,0.273,-0.596,12.740,-6.510,101.220
-0.604,0.246,-0.632,13.020,-4.550,97.650
-0.604,0.246,-0.667,10.010,-2.940,93.030
-0.595,0.263,-0.691,7.980,-1.610,87.780
-0.593,0.267,-0.702,6.160,-1.050,82.110
-0.582,0.280,-0.701,4.620,-1.470,78.120
-0.602,0.295,-0.697,3.290,-2.730,72.450
-0.606,0.324,-0.684,2.800,-1.890,68.530
-0.615,0.340,-0.670,2.030,-1.750,64.400
-0.606,0.353,-0.673,2.870,-2.100,61.180
-0.607,0.382,-0.672,5.250,-2.590,57.960
-0.614,0.409,-0.696,7.490,-1.680,54.950
-0.624,0.426,-0.717,8.890,-1.540,52.290
-0.625,0.440,-0.736,10.640,-2.100,49.910
-0.628,0.451,-0.755,11.130,-2.520,46.480
-0.610,0.458,-0.767,9.940,-3.570,42.350
-0.595,0.479,-0.783,9.590,-5.250,38.220
-0.592,0.494,-0.793,9.800,-7.560,33.600
-0.602,0.512,-0.803,10.710,-11.130,30.170
-0.616,0.529,-0.816,8.610,-12.110,24.430
-0.640,0.561,-0.812,5.810,-15.050,18.060
-0.649,0.587,-0.813,3.220,-16.730,10.500
-0.643,0.613,-0.819,0.770,-17.290,3.780
-0.671,0.643,-0.808,0.070,-19.110,-3.150
-0.685,0.661,-0.813,-0.280,-20.790,-8.470
-0.682,0.661,-0.808,1.470,-22.960,-13.930
-0.653,0.643,-0.809,-0.420,-19.670,-27.510
-0.669,0.660,-0.793,-0.070,-21.140,-38.080
-0.670,0.630,-0.796,-1.540,-17.080,-48.230
-0.692,0.623,-0.773,-0.630,-18.200,-57.050
-0.682,0.587,-0.761,-0.560,-12.530,-67.200
-0.676,0.568,-0.754,0.560,-10.920,-74.130
-0.675,0.529,-0.732,1.890,-13.300,-76.930
-0.632,0.473,-0.735,1.680,-8.260,-87.010
-0.624,0.455,-0.719,2.450,-6.370,-95.830

0.831,-0.940,-0.781,5.460,92.610,-182.350
0.873,-0.955,-0.812,13.930,94.430,-175.980
0.935,-0.972,-0.820,21.420,92.470,-169.330
0.994,-1.008,-0.817,29.190,88.760,-160.930
1.034,-1.041,-0.823,36.890,82.250,-151.690
1.066,-1.112,-0.834,44.100,75.670,-141.610
1.109,-1.201,-0.837,46.970,68.670,-126.910
1.146,-1.327,-0.846,43.470,60.130,-115.010
1.180,-1.414,-0.858,38.360,49.980,-101.290
1.207,-1.465,-0.880,34.090,40.180,-87.780
1.204,-1.493,-0.892,32.900,31.220,-71.610
1.159,-1.521,-0.892,30.660,21.980,-54.250
1.136,-1.558,-0.868,23.030,14.770,-35.980
1.115,-1.588,-0.853,12.530,2.800,-16.380
1.071,-1.596,-0.870,0.630,-6.230,2.450
1.040,-1.588,-0.880,-11.410,-13.650,26.180
1.009,-1.558,-0.888,-28.000,-21.560,42.350
0.956,-1.525,-0.892,-36.820,-31.150,58.520
0.903,-1.498,-0.892,-44.240,-38.780,72.870
0.867,-1.485,-0.875,-50.680,-47.880,85.610
0.875,-1.517,-0.871,-59.220,-55.020,99.890
0.895,-1.511,-0.865,-68.040,-62.580,109.620
0.894,-1.460,-0.859,-71.680,-69.440,118.790
0.871,-1.421,-0.861,-74.340,-74.970,127.260
0.858,-1.372,-0.852,-75.040,-81.550,136.150
0.859,-1.315,-0.831,-73.500,-86.520,144.410
0.862,-1.266,-0.817,-70.840,-91.070,152.600
0.855,-1.217,-0.797,-65.100,-94.500,163.800
0.856,-1.151,-0.777,-58.800,-96.810,172.130
0.862,-1.131,-0.756,-52.920,-98.070,180.320
0.884,-1.125,-0.732,-50.400,-99.750,187.460
0.902,-1.086,-0.671,-48.720,-103.460,194.530
0.895,-1.068,-0.640,-49.980,-106.960,200.480
0.882,-1.057,-0.625,-51.100,-109.760,206.220
0.879,-1.018,-0.592,-52.920,-112.350,213.080
0.876,-0.990,-0.561,-54.810,-114.940,217.840
0.870,-0.960,-0.540,-55.930,-116.900,222.600
0.853,-0.949,-0.530,-58.800,-118.370,226.660
0.852,-0.933,-0.522,-62.020,-119.560,230.790
0.856,-0.896,-0.497,-62.930,-120.610,235.340
0.843,-0.875,-0.468,-66.150,-122.150,239.190
0.820,-0.872,-0.446,-73.500,-124.320,242.550
0.795,-0.824,-0.427,-78.190,-126.980,248.360
0.749,-0.738,-0.420,-77.280,-126.630,252.980
0.692,-0.717,-0.446,-76.650,-124.320,257.320
0.663,-0.699,-0.456,-77.280,-121.310,260.260
0.630,-0.646,-0.441,-77.490,-118.580,262.220
0.592,-0.601,-0.434,-77.210,-116.620,263.620
0.541,-0.586,-0.443,-77.840,-113.960,263.900
0.505,-0.580,-0.438,-79.100,-110.810,264.040
0.458,-0.501,-0.431,-76.090,-108.500,263.830
0.394,-0.460,-0.415,-71.190,-104.230,263.900
0.342,-0.473,-0.424,-71.610,-98.490,263.130
0.281,-0.447,-0.407,-72.590,-95.620,261.940
0.249,-0.410,-0.400,-73.780,-96.180,259.490
0.215,-0.375,-0.407,-72.520,-95.690,254.800
0.184,-0.326,-0.407,-67.270,-93.590,249.270
0.135,-0.272,-0.395,-61.530,-91.910,245.140
0.095,-0.242,-0.368,-55.720,-89.740,242.690
0.046,-0.227,-0.373,-50.540,-86.590,239.820
-0.007,-0.204,-0.409,-47.460,-78.540,237.930
-0.031,-0.191,-0.422,-47.880,-73.570,234.640
-0.053,-0.158,-0.430,-50.330,-69.440,228.970
-0.092,-0.105,-0.434,-48.510,-66.640,223.650
-0.121,-0.065,-0.427,-44.170,-63.910,217.910
-0.182,-0.032,-0.427,-39.690,-59.850,214.130
-0.212,-0.031,-0.439,-36.330,-57.330,209.300
-0.217,-0.029,-0.448,-34.020,-50.540,206.430
-0.250,-0.055,-0.462,-33.740,-45.570,184.030
-0.308,0.008,-0.513,-37.940,-13.370,177.450
-0.296,0.020,-0.483,-37.310,-21.350,181.790
-0.139,-0.015,-0.501,-41.790,-29.050,183.820
-0.212,0.009,-0.521,-48.510,-31.920,180.810
-0.209,0.070,-0.529,-54.110,-30.940,167.720
-0.244,0.164,-0.527,-48.300,-27.440,150.430
-0.323,0.218,-0.538,-42.560,-21.420,140.420
-0.385,0.204,-0.560,-37.100,-9.100,131.390
-0.432,0.215,-0.529,-28.490,-6.860,129.150
-0.403,0.206,-0.553,-25.900,-7.070,128.660
-0.361,0.206,-0.582,-27.440,-2.240,119.700
-0.375,0.219,-0.624,-28.210,-6.650,118.300
-0.386,0.239,-0.667,-28.490,-12.460,113.890
-0.381,0.300,-0.674,-21.630,-18.410,116.270
-0.416,0.340,-0.691,-13.790,-20.090,116.130
-0.450,0.366,-0.707,-5.740,-19.460,113.750
-0.456,0.357,-0.709,1.190,-16.870,109.270
-0.484,0.363,-0.680,7.980,-18.970,103.950
-0.483,0.366,-0.672,11.130,-21.000,101.430
-0.523,0.356,-0.713,11.900,-19.110,97.930
-0.545,0.345,-0.746,6.300,-14.210,86.590
-0.526,0.356,-0.747,2.940,-11.760,78.890
-0.512,0.369,-0.739,1.050,-12.530,71.330
-0.506,0.389,-0.773,3.780,-11.620,69.580
-0.583,0.388,-0.799,7.630,-8.540,65.170
-0.590,0.404,-0.827,7.630,-6.230,59.430
-0.594,0.444,-0.854,7.840,-6.370,52.430
-0.617,0.487,-0.875,9.660,-7.000,45.290
-0.626,0.525,-0.895,13.300,-6.580,38.150
-0.661,0.544,-0.908,16.450,-7.210,33.250
-0.679,0.581,-0.920,17.710,-7.420,26.740
-0.690,0.606,-0.920,19.390,-9.170,20.020
-0.711,0.621,-0.913,22.330,-15.050,14.840
-0.714,0.624,-0.890,20.300,-17.430,3.990
-0.671,0.605,-0.867,17.360,-24.010,-7.840
-0.744,0.616,-0.827,14.350,-31.710,-15.190
-0.779,0.635,-0.842,14.140,-35.070,-21.490
-0.733,0.562,-0.828,11.270,-40.600,-29.750
-0.692,0.524,-0.802,4.410,-46.200,-40.880
-0.683,0.530,-0.817,-3.500,-37.380,-57.260
-0.712,0.547,-0.797,-7.490,-37.380,-65.800
-0.714,0.519,-0.792,-11.550,-36.330,-74.830
-0.711,0.516,-0.757,-15.260,-38.500,-85.890
-0.677,0.484,-0.759,-19.250,-30.240,-96.670
-0.673,0.458,-0.742,-19.600,-27.090,-106.050
-0.642,0.428,-0.709,-18.620,-24.990,-109.410
-0.606,0.387,-0.718,-20.440,-14.910,-123.970
-0.588,0.389,-0.698,-18.480,-11.270,-132.370
-0.555,0.339,-0.690,-18.690,-4.480,-141.120
-0.529,0.328,-0.666,-16.310,1.680,-148.330

0.741,-1.157,-0.616,47.250,55.720,-131.110
0.761,-1.199,-0.612,42.560,51.660,-124.600
0.770,-1.197,-0.614,37.590,47.670,-117.600
0.774,-1.177,-0.628,32.620,43.540,-109.340
0.788,-1.182,-0.634,31.080,39.130,-105.140
0.825,-1.187,-0.641,32.060,34.790,-96.950
0.847,-1.236,-0.655,31.010,30.870,-87.990
0.868,-1.296,-0.670,26.740,27.300,-77.000
0.907,-1.357,-0.675,19.180,22.680,-67.060
0.956,-1.411,-0.671,9.660,13.370,-56.210
0.979,-1.444,-0.691,2.030,7.280,-42.770
0.999,-1.461,-0.708,-2.940,1.960,-28.000
1.010,-1.467,-0.719,-6.160,-3.080,-12.390
0.989,-1.461,-0.712,-10.080,-7.490,8.120
0.957,-1.453,-0.693,-13.440,-11.340,23.730
0.918,-1.438,-0.675,-16.450,-14.980,39.830
0.898,-1.429,-0.653,-19.600,-19.180,55.230
0.879,-1.423,-0.650,-23.240,-21.490,70.070
0.865,-1.425,-0.645,-28.140,-24.290,83.580
0.864,-1.444,-0.651,-39.480,-27.720,99.120
0.867,-1.441,-0.654,-49.980,-31.990,109.760
0.879,-1.444,-0.651,-61.810,-37.870,118.720
0.879,-1.438,-0.628,-73.710,-47.180,126.700
0.877,-1.415,-0.626,-84.490,-54.110,134.680
0.869,-1.371,-0.623,-92.050,-60.480,142.590
0.873,-1.355,-0.623,-99.750,-66.010,153.160
0.890,-1.355,-0.621,-105.420,-71.330,161.210
0.908,-1.328,-0.630,-111.440,-76.930,168.420
0.910,-1.269,-0.630,-118.510,-83.230,175.420
0.898,-1.251,-0.650,-126.770,-91.700,181.440
0.882,-1.178,-0.651,-131.320,-97.720,187.460
0.857,-1.118,-0.655,-130.970,-103.250,194.110
0.835,-1.085,-0.654,-127.470,-108.010,205.240
0.820,-1.037,-0.647,-122.990,-110.950,211.680
0.803,-1.013,-0.622,-122.430,-112.770,215.810
0.791,-1.026,-0.612,-126.140,-114.380,218.330
0.782,-1.004,-0.596,-126.560,-123.270,224.770
0.782,-1.008,-0.587,-130.410,-128.660,227.360
0.766,-0.935,-0.561,-130.410,-134.960,230.370
0.719,-0.857,-0.561,-126.210,-139.160,235.900
0.668,-0.797,-0.567,-116.830,-141.260,239.400
0.618,-0.721,-0.563,-108.640,-141.820,242.340
0.575,-0.659,-0.553,-100.800,-141.120,244.930
0.532,-0.623,-0.536,-95.270,-139.510,246.190
0.459,-0.606,-0.501,-96.460,-139.650,246.330
0.409,-0.598,-0.513,-99.190,-138.880,245.350
0.361,-0.540,-0.494,-101.220,-137.760,243.320
0.325,-0.496,-0.495,-103.600,-137.060,240.450
0.307,-0.470,-0.496,-103.250,-135.520,236.950
0.273,-0.432,-0.504,-101.500,-132.650,234.360
0.219,-0.394,-0.483,-97.720,-129.360,231.630
0.185,-0.378,-0.471,-96.950,-128.030,228.900
0.155,-0.354,-0.456,-94.920,-127.750,223.300
0.124,-0.298,-0.444,-90.090,-126.980,219.800
0.095,-0.247,-0.427,-85.330,-125.160,215.880
0.065,-0.240,-0.424,-80.920,-121.310,211.190
0.042,-0.215,-0.419,-77.350,-118.860,206.710
0.024,-0.180,-0.404,-73.430,-116.480,202.020
-0.003,-0.158,-0.410,-68.460,-112.070,197.190
-0.024,-0.171,-0.462,-65.100,-105.070,192.150
-0.018,-0.168,-0.485,-62.160,-98.910,188.160
-0.017,-0.088,-0.467,-54.600,-95.200,184.730
-0.049,-0.045,-0.481,-47.600,-88.620,181.720
-0.106,-0.058,-0.508,-44.380,-81.760,178.710
-0.121,-0.047,-0.501,-39.200,-78.330,176.190
-0.130,0.026,-0.483,-26.810,-72.590,178.150
-0.141,-0.031,-0.529,-25.410,-56.210,158.830
-0.200,0.033,-0.479,-21.980,-46.830,156.730
-0.202,0.015,-0.457,-16.590,-44.030,157.780
-0.169,0.031,-0.476,-16.940,-41.370,162.750
-0.184,0.041,-0.498,-20.300,-29.750,154.490
-0.223,0.074,-0.487,-21.840,-18.690,139.720
-0.285,0.110,-0.481,-15.610,-12.600,128.310
-0.276,0.114,-0.499,-6.230,-4.760,121.450
-0.330,0.125,-0.514,0.140,-2.870,121.100
-0.348,0.095,-0.557,6.230,3.640,113.890
-0.348,0.131,-0.563,10.500,2.380,115.990
-0.346,0.126,-0.563,8.750,-4.340,116.410
-0.321,0.127,-0.584,3.010,-7.140,111.720
-0.433,0.140,-0.621,3.850,-13.860,117.320
-0.454,0.126,-0.633,4.060,-17.010,117.880
-0.466,0.166,-0.618,6.720,-20.860,119.560
-0.484,0.199,-0.639,9.660,-19.880,118.370
-0.524,0.224,-0.667,8.680,-16.030,112.350
-0.526,0.252,-0.691,7.070,-12.600,106.330
-0.549,0.325,-0.695,8.610,-12.040,102.270
-0.576,0.357,-0.724,10.430,-9.310,96.390
-0.620,0.369,-0.756,9.590,-3.360,90.300
-0.601,0.381,-0.777,10.780,0.770,85.820
-0.622,0.409,-0.776,11.550,2.100,80.640
-0.629,0.415,-0.789,12.040,3.780,78.960
-0.668,0.430,-0.796,10.220,4.690,75.530
-0.671,0.467,-0.809,9.380,4.830,69.720
-0.692,0.500,-0.817,8.470,5.110,62.160
-0.715,0.525,-0.833,6.230,5.110,50.890
-0.714,0.548,-0.854,6.440,2.030,44.870
-0.723,0.579,-0.889,8.820,0.910,38.080
-0.743,0.592,-0.899,11.550,-0.560,30.310
-0.727,0.578,-0.903,10.850,-5.040,20.720
-0.716,0.580,-0.923,4.970,-8.820,8.400
-0.715,0.612,-0.912,-1.470,-13.650,-4.970
-0.688,0.614,-0.910,-2.940,-19.740,-13.510
-0.700,0.606,-0.894,-6.440,-21.910,-26.670
-0.716,0.613,-0.859,-7.280,-26.810,-35.280
-0.679,0.604,-0.814,-11.900,-29.610,-46.760
-0.690,0.609,-0.783,-12.530,-29.750,-54.320
-0.671,0.575,-0.748,-13.160,-31.500,-60.900
-0.680,0.553,-0.722,-13.160,-31.850,-68.740
-0.651,0.534,-0.711,-12.320,-25.550,-86.170
-0.590,0.528,-0.687,-9.450,-21.770,-93.100
-0.589,0.486,-0.704,-3.710,-17.990,-98.630
-0.584,0.447,-0.705,1.680,-15.890,-103.250
-0.502,0.413,-0.722,6.440,-7.210,-120.190
-0.482,0.365,-0.718,11.480,-3.570,-125.160
-0.456,0.330,-0.704,18.900,-9.030,-122.080
-0.432,0.243,-0.724,19.880,0.560,-133.770
-0.456,0.232,-0.697,17.080,13.650,-143.430
-0.405,0.207,-0.679,16.380,18.760,-153.370
-0.394,0.190,-0.661,16.660,20.510,-159.250

0.735,-1.129,-0.648,18.130,34.230,-128.590
0.740,-1.132,-0.694,22.820,31.990,-122.990
0.775,-1.161,-0.737,25.900,30.100,-115.080
0.781,-1.197,-0.773,28.980,28.490,-105.490
0.783,-1.239,-0.794,29.750,26.740,-95.830
0.787,-1.308,-0.809,28.000,23.870,-85.260
0.781,-1.396,-0.809,17.710,20.020,-56.910
0.794,-1.501,-0.823,5.460,14.770,-60.410
0.813,-1.556,-0.852,-8.050,8.750,-48.930
0.808,-1.579,-0.880,-20.020,1.820,-36.750
0.797,-1.594,-0.902,-28.490,-5.390,-23.870
0.746,-1.581,-0.915,-32.340,-14.910,-9.310
0.719,-1.597,-0.917,-36.820,-20.090,5.040
0.700,-1.603,-0.900,-41.930,-25.550,19.250
0.675,-1.597,-0.887,-51.030,-31.430,37.100
0.642,-1.586,-0.881,-58.100,-37.170,50.330
0.616,-1.578,-0.887,-65.870,-42.910,62.860
0.619,-1.564,-0.909,-73.780,-51.100,75.460
0.646,-1.550,-0.921,-79.730,-57.680,86.800
0.670,-1.518,-0.916,-83.370,-64.260,97.020
0.690,-1.498,-0.900,-87.010,-71.260,109.480
0.707,-1.464,-0.866,-92.540,-78.680,118.230
0.711,-1.439,-0.834,-98.000,-86.310,126.000
0.711,-1.402,-0.793,-103.320,-93.730,134.260
0.717,-1.383,-0.777,-107.520,-102.410,142.240
0.740,-1.350,-0.778,-108.850,-107.940,150.430
0.763,-1.301,-0.771,-108.080,-112.000,159.180
0.769,-1.268,-0.775,-107.800,-115.710,170.450
0.754,-1.163,-0.757,-105.630,-119.210,179.410
0.722,-1.120,-0.747,-106.330,-122.290,186.970
0.691,-1.075,-0.739,-107.310,-125.300,194.250
0.665,-1.024,-0.713,-106.680,-128.800,201.390
0.646,-1.003,-0.699,-106.260,-130.620,207.060
0.636,-0.968,-0.682,-104.230,-132.650,211.890
0.636,-0.917,-0.655,-99.260,-134.190,218.750
0.615,-0.892,-0.645,-96.390,-134.610,222.600
0.604,-0.863,-0.637,-93.870,-134.680,224.980
0.579,-0.783,-0.617,-90.230,-135.520,228.480
0.543,-0.742,-0.592,-87.360,-136.290,230.720
0.499,-0.710,-0.585,-84.560,-136.010,233.450
0.453,-0.655,-0.569,-82.110,-134.890,235.830
0.416,-0.585,-0.556,-78.610,-133.980,235.760
0.373,-0.523,-0.548,-73.640,-131.810,236.320
0.318,-0.474,-0.557,-67.690,-125.650,237.300
0.288,-0.439,-0.558,-60.130,-120.750,236.320
0.262,-0.392,-0.525,-53.410,-117.110,234.780
0.222,-0.380,-0.513,-49.980,-113.330,230.790
0.171,-0.383,-0.509,-49.980,-108.990,227.150
0.153,-0.391,-0.513,-51.310,-105.770,222.740
0.163,-0.376,-0.514,-52.500,-102.410,216.650
0.162,-0.345,-0.506,-51.940,-100.450,210.140
0.131,-0.306,-0.493,-47.880,-99.050,203.980
0.101,-0.285,-0.494,-41.440,-96.250,198.030
0.075,-0.262,-0.485,-32.970,-92.960,194.460
0.048,-0.205,-0.482,-26.040,-89.180,191.730
0.013,-0.171,-0.483,-18.900,-84.140,189.630
-0.009,-0.187,-0.514,-16.240,-75.670,186.760
-0.015,-0.176,-0.529,-16.660,-69.930,183.470
-0.012,-0.178,-0.551,-22.120,-65.660,177.730
0.005,-0.194,-0.583,-25.830,-63.560,170.310
0.031,-0.189,-0.610,-24.850,-60.270,164.290
0.048,-0.158,-0.587,-19.250,-59.290,160.440
0.034,-0.170,-0.566,-12.810,-62.160,158.130
-0.004,-0.174,-0.566,-12.950,-61.530,166.250
-0.080,-0.276,-0.626,-20.580,-28.840,130.970
-0.019,-0.064,-0.576,-14.420,-31.990,136.780
-0.111,-0.067,-0.583,-11.690,-36.190,143.780
-0.081,-0.028,-0.571,-9.520,-36.050,145.390
-0.153,0.035,-0.575,-7.980,-28.700,143.010
-0.173,0.050,-0.603,-6.930,-11.900,119.700
-0.227,0.083,-0.553,-0.560,-11.130,116.830
-0.334,0.049,-0.597,6.300,-4.550,113.890
-0.325,-0.013,-0.590,7.980,-3.010,111.790
-0.298,0.070,-0.583,12.390,-4.620,114.730
-0.347,0.127,-0.627,19.460,-4.760,120.960
-0.392,0.114,-0.691,23.100,2.940,112.350
-0.412,0.212,-0.662,28.210,8.540,109.620
-0.493,0.248,-0.646,35.630,10.360,113.400
-0.498,0.241,-0.609,39.410,18.620,107.730
-0.539,0.282,-0.569,43.540,23.800,104.300
-0.573,0.253,-0.521,44.030,26.390,104.370
-0.615,0.212,-0.508,42.350,26.880,106.330
-0.641,0.203,-0.511,34.580,26.670,104.160
-0.660,0.235,-0.567,27.230,24.990,104.790
-0.695,0.285,-0.627,19.530,19.180,103.600
-0.663,0.318,-0.706,8.890,15.610,96.810
-0.701,0.366,-0.795,3.920,18.410,85.750
-0.698,0.401,-0.825,-0.980,24.850,73.290
-0.676,0.437,-0.832,-4.480,21.560,67.970
-0.702,0.431,-0.865,-7.560,9.030,66.850
-0.734,0.451,-0.887,-12.810,4.550,62.790
-0.774,0.515,-0.894,-17.990,3.080,56.770
-0.779,0.558,-0.887,-22.610,-0.420,49.070
-0.766,0.596,-0.884,-27.300,-7.280,38.290
-0.777,0.625,-0.905,-26.740,-14.630,33.250
-0.726,0.632,-0.952,-16.730,-20.020,18.480
-0.868,0.745,-0.911,-8.190,-30.170,9.940
-0.781,0.748,-0.954,-3.570,-36.330,7.630
-0.607,0.545,-0.989,-15.750,-41.510,-8.050
-0.630,0.512,-0.974,-24.990,-44.870,-27.860
-0.677,0.621,-0.919,-29.540,-52.220,-35.560
-0.676,0.589,-0.925,-27.370,-43.470,-48.440
-0.668,0.576,-0.866,-23.730,-45.780,-52.360
-0.622,0.514,-0.845,-21.490,-40.530,-66.360
-0.661,0.540,-0.796,-13.860,-39.200,-74.270
-0.626,0.509,-0.777,-5.740,-27.580,-89.740
-0.601,0.500,-0.752,3.150,-18.970,-95.270
-0.628,0.443,-0.746,10.080,-15.260,-101.430
-0.575,0.400,-0.720,18.760,-13.930,-104.510
-0.520,0.336,-0.728,19.880,-2.800,-120.540
-0.499,0.324,-0.682,23.310,-8.680,-119.420
-0.477,0.237,-0.706,19.460,-7.000,-126.560
-0.459,0.202,-0.691,15.540,-9.730,-134.680
-0.410,0.168,-0.686,15.260,-7.210,-145.110
-0.380,0.144,-0.673,15.400,-6.160,-148.470
-0.363,0.102,-0.651,16.030,-14.350,-149.310
-0.281,0.034,-0.661,13.790,3.640,-166.040
-0.287,0.069,-0.617,14.980,6.580,-171.010
-0.288,0.028,-0.576,19.810,5.250,-173.320

0.737,-1.589,-0.202,33.040,6.930,-101.150
0.776,-1.702,-0.194,31.360,5.600,-88.760
0.813,-1.774,-0.186,25.760,3.150,-75.600
0.823,-1.859,-0.187,14.770,0.280,-61.250
0.838,-1.930,-0.211,0.980,-3.850,-45.500
0.855,-1.949,-0.225,-12.250,-9.590,-28.490
0.851,-1.952,-0.235,-24.010,-13.020,-11.340
0.836,-1.948,-0.234,-53.550,-16.310,11.060
0.819,-1.967,-0.231,-53.760,-19.110,27.370
0.801,-1.975,-0.238,-68.320,-20.860,43.610
0.788,-1.941,-0.244,-80.990,-23.380,59.080
0.754,-1.932,-0.244,-95.760,-26.740,72.940
0.751,-1.925,-0.249,-111.580,-29.960,87.500
0.748,-1.908,-0.268,-127.470,-33.250,104.860
0.758,-1.887,-0.272,-146.090,-36.610,119.070
0.793,-1.866,-0.288,-158.620,-40.600,131.040
0.801,-1.816,-0.289,-169.400,-45.500,141.680
0.801,-1.747,-0.285,-178.780,-51.940,152.670
0.806,-1.706,-0.273,-188.580,-57.190,161.840
0.827,-1.684,-0.280,-196.910,-62.300,170.520
0.843,-1.607,-0.278,-202.020,-67.270,182.700
0.839,-1.513,-0.299,-205.940,-70.280,190.470
0.841,-1.441,-0.314,-206.430,-72.870,199.570
0.817,-1.357,-0.330,-202.930,-78.190,209.580
0.809,-1.269,-0.336,-198.170,-83.300,218.610
0.776,-1.221,-0.359,-193.410,-84.840,225.400
0.766,-1.193,-0.370,-190.330,-84.770,230.440
0.776,-1.173,-0.382,-190.610,-83.160,234.080
0.769,-1.074,-0.370,-186.060,-86.940,239.960
0.752,-1.044,-0.366,-183.400,-91.070,245.140
0.746,-1.001,-0.385,-180.670,-94.150,249.200
0.739,-0.918,-0.372,-175.490,-99.820,253.400
0.702,-0.855,-0.379,-169.190,-103.250,256.480
0.660,-0.809,-0.358,-162.120,-105.490,259.070
0.636,-0.796,-0.367,-158.200,-108.570,257.460
0.624,-0.706,-0.366,-148.400,-111.440,256.200
0.610,-0.662,-0.362,-142.030,-112.980,255.990
0.564,-0.615,-0.346,-135.800,-114.240,256.060
0.379,-0.579,-0.345,-129.430,-112.140,256.200
0.450,-0.548,-0.364,-123.410,-109.340,256.340
0.414,-0.478,-0.369,-115.570,-105.980,255.290
0.376,-0.399,-0.372,-104.930,-101.570,253.540
0.336,-0.367,-0.386,-93.940,-96.250,252.000
0.307,-0.364,-0.400,-87.920,-90.790,248.920
0.280,-0.317,-0.386,-80.220,-85.960,245.280
0.252,-0.286,-0.363,-73.220,-80.220,241.220
0.202,-0.292,-0.366,-69.300,-75.740,236.530
0.178,-0.283,-0.367,-67.130,-71.820,231.560
0.150,-0.229,-0.377,-63.490,-68.740,227.500
0.126,-0.194,-0.402,-58.520,-64.820,221.480
0.099,-0.184,-0.428,-50.680,-60.060,216.580
0.072,-0.165,-0.427,-45.430,-56.560,210.000
0.063,-0.149,-0.426,-43.540,-52.710,204.470
0.040,-0.144,-0.424,-42.210,-50.050,198.450
0.004,-0.118,-0.425,-40.880,-47.180,193.410
-0.021,-0.084,-0.427,-37.660,-45.920,190.260
-0.054,-0.082,-0.459,-35.700,-37.100,183.680
-0.079,-0.054,-0.469,-30.240,-33.670,164.920
-0.055,0.062,-0.470,-20.580,-20.510,165.200
-0.192,0.036,-0.471,-14.490,-13.650,162.750
-0.224,0.007,-0.468,-16.240,-6.930,163.310
-0.180,0.020,-0.459,-14.840,-5.670,162.330
-0.141,0.028,-0.472,-15.890,-3.990,151.690
-0.155,0.025,-0.538,-22.190,2.450,139.300
-0.220,0.060,-0.562,-23.450,9.100,127.820
-0.285,0.111,-0.571,-23.380,13.160,123.760
-0.311,0.097,-0.613,-25.830,22.750,108.010
-0.303,0.136,-0.611,-22.260,16.030,99.610
-0.288,0.156,-0.640,-13.020,8.330,98.140
-0.330,0.172,-0.653,-7.210,4.900,96.110
-0.366,0.164,-0.616,-2.170,0.140,97.790
-0.410,0.166,-0.616,0.140,-3.150,100.450
-0.402,0.145,-0.630,1.750,-6.230,102.270
-0.435,0.159,-0.644,1.190,-3.080,100.450
-0.505,0.177,-0.684,-4.970,3.570,93.240
-0.467,0.205,-0.719,-11.690,0.140,82.460
-0.452,0.237,-0.768,-14.630,-2.450,77.140
-0.494,0.232,-0.816,-27.720,-3.080,68.670
-0.508,0.284,-0.830,-33.250,-7.420,59.500
-0.509,0.354,-0.847,-34.230,-10.500,53.620
-0.569,0.410,-0.883,-30.240,-11.130,50.190
-0.646,0.476,-0.939,-21.840,-8.960,46.760
-0.671,0.543,-0.982,-8.820,-6.580,41.860
-0.704,0.589,-1.009,9.450,-6.020,42.070
-0.716,0.572,-1.031,17.150,-5.740,32.690
-0.720,0.662,-0.947,13.020,-8.610,35.420
-0.720,0.679,-1.215,35.840,-6.230,23.660
-0.664,0.673,-1.043,33.600,-13.930,8.540
-0.848,0.764,-1.043,40.740,-23.870,11.690
-0.660,0.707,-1.139,42.280,-22.680,-3.010
-0.639,0.593,-1.124,31.850,-34.650,-16.450
-0.650,0.543,-1.102,19.740,-44.030,-25.900
-0.606,0.466,-1.109,-0.630,-47.110,-45.220
-0.602,0.452,-1.052,-15.050,-52.570,-53.970
-0.646,0.450,-1.027,-25.480,-35.910,-68.530
-0.628,0.501,-1.012,-31.220,-49.210,-83.300
-0.586,0.482,-0.989,-32.830,-42.910,-99.540
-0.586,0.451,-0.965,-31.220,-39.550,-112.560
-0.589,0.389,-0.941,-27.930,-35.700,-119.560
